Compound,type,st,a1,a2,a3,n1,n2,n3,Ecoh,BM,bandgap,formula
ABZ_CoYC_K_Hg_Sb,ABZ,CoYC,K,Hg,Sb,2,2,2,1.57331,6.95,0.0455,KHgSb
ABZ_CoYC_Rb_Be_N,ABZ,CoYC,Rb,Be,N,2,2,2,2.59165,39.5,0.9788,RbBeN
ABZ_CoYC_Rb_Be_P,ABZ,CoYC,Rb,Be,P,2,2,2,2.17412,24,0.7952,RbBeP
ABZ_CoYC_Rb_Be_As,ABZ,CoYC,Rb,Be,As,2,2,2,2.05786,22.5,0.7239,RbBeAs
ABZ_CoYC_Rb_Be_Sb,ABZ,CoYC,Rb,Be,Sb,2,2,2,1.86749,15.25,0.5532,RbBeSb
ABZ_CoYC_Rb_Mg_N,ABZ,CoYC,Rb,Mg,N,2,2,2,2.67232,31.55,0.3147,RbMgN
ABZ_CoYC_Rb_Mg_P,ABZ,CoYC,Rb,Mg,P,2,2,2,2.30356,21.6,0.0585,RbMgP
ABZ_CoYC_Rb_Mg_As,ABZ,CoYC,Rb,Mg,As,2,2,2,2.18243,18.45,0.0126,RbMgAs
ABZ_CoYC_Rb_Mg_Sb,ABZ,CoYC,Rb,Mg,Sb,2,2,2,2.00162,18.55,0,RbMgSb
ABZ_CoYC_Rb_Ca_N,ABZ,CoYC,Rb,Ca,N,2,2,2,3.17443,29.5,0.2272,RbCaN
ABZ_CoYC_Rb_Ca_P,ABZ,CoYC,Rb,Ca,P,2,2,2,2.86999,20.7,0,RbCaP
ABZ_CoYC_Rb_Ca_As,ABZ,CoYC,Rb,Ca,As,2,2,2,2.73557,19.7,0,RbCaAs
ABZ_CoYC_Rb_Ca_Sb,ABZ,CoYC,Rb,Ca,Sb,2,2,2,2.56218,20.25,0,RbCaSb
ABZ_CoYC_Rb_Sr_N,ABZ,CoYC,Rb,Sr,N,2,2,2,3.15405,21.4,0.1446,RbSrN
ABZ_CoYC_Rb_Sr_P,ABZ,CoYC,Rb,Sr,P,2,2,2,2.88954,20.4,0,RbSrP
ABZ_CoYC_Rb_Sr_As,ABZ,CoYC,Rb,Sr,As,2,2,2,2.75778,18.7,0,RbSrAs
ABZ_CoYC_Rb_Sr_Sb,ABZ,CoYC,Rb,Sr,Sb,2,2,2,2.5927,22.6,0,RbSrSb
ABZ_CoYC_Rb_Ba_N,ABZ,CoYC,Rb,Ba,N,2,2,2,3.3176,21.5,0.0148,RbBaN
ABZ_CoYC_Rb_Ba_P,ABZ,CoYC,Rb,Ba,P,2,2,2,3.08561,18.8,0,RbBaP
ABZ_CoYC_Rb_Ba_As,ABZ,CoYC,Rb,Ba,As,2,2,2,2.95579,16.4,0,RbBaAs
ABZ_CoYC_Rb_Ba_Sb,ABZ,CoYC,Rb,Ba,Sb,2,2,2,2.79873,19,0,RbBaSb
ABZ_CoYC_Rb_Zn_N,ABZ,CoYC,Rb,Zn,N,2,2,2,2.25834,32.15,0.0594,RbZnN
ABZ_CoYC_Rb_Zn_P,ABZ,CoYC,Rb,Zn,P,2,2,2,1.85935,17.4,0,RbZnP
ABZ_CoYC_Rb_Zn_As,ABZ,CoYC,Rb,Zn,As,2,2,2,1.75111,18.95,0,RbZnAs
ABZ_CoYC_Rb_Zn_Sb,ABZ,CoYC,Rb,Zn,Sb,2,2,2,1.58264,7.5,0,RbZnSb
ABZ_CoYC_Rb_Cd_N,ABZ,CoYC,Rb,Cd,N,2,2,2,2.31842,27.55,0,RbCdN
ABZ_CoYC_Rb_Cd_P,ABZ,CoYC,Rb,Cd,P,2,2,2,1.95379,22.1,0,RbCdP
ABZ_CoYC_Rb_Cd_As,ABZ,CoYC,Rb,Cd,As,2,2,2,1.84709,19.95,0,RbCdAs
ABZ_CoYC_Rb_Cd_Sb,ABZ,CoYC,Rb,Cd,Sb,2,2,2,1.68129,23.5,0,RbCdSb
ABZ_CoYC_Rb_Hg_N,ABZ,CoYC,Rb,Hg,N,2,2,2,2.04404,27.4,0,RbHgN
ABZ_CoYC_Rb_Hg_P,ABZ,CoYC,Rb,Hg,P,2,2,2,1.69609,16.35,0,RbHgP
ABZ_CoYC_Rb_Hg_As,ABZ,CoYC,Rb,Hg,As,2,2,2,1.60235,15.1,0,RbHgAs
ABZ_CoYC_Rb_Hg_Sb,ABZ,CoYC,Rb,Hg,Sb,2,2,2,1.4588,19.45,0,RbHgSb
ABZ_CoYC_Cs_Be_N,ABZ,CoYC,Cs,Be,N,2,2,2,2.45601,35.35,1.908,CsBeN
ABZ_CoYC_Cs_Be_P,ABZ,CoYC,Cs,Be,P,2,2,2,2.03148,19.1,1.267,CsBeP
ABZ_CoYC_Cs_Be_As,ABZ,CoYC,Cs,Be,As,2,2,2,1.92092,19.5,1.2225,CsBeAs
ABZ_CoYC_Cs_Be_Sb,ABZ,CoYC,Cs,Be,Sb,2,2,2,1.73515,21.1,0.9171,CsBeSb
ABZ_CoYC_Cs_Mg_N,ABZ,CoYC,Cs,Mg,N,2,2,2,2.57689,24.15,1.2527,CsMgN
ABZ_CoYC_Cs_Mg_P,ABZ,CoYC,Cs,Mg,P,2,2,2,2.18341,21.6,0.575,CsMgP
ABZ_CoYC_Cs_Mg_As,ABZ,CoYC,Cs,Mg,As,2,2,2,2.07273,19.6,0.4906,CsMgAs
ABZ_CoYC_Cs_Mg_Sb,ABZ,CoYC,Cs,Mg,Sb,2,2,2,1.89502,10.2,0.2851,CsMgSb
ABZ_CoYC_Cs_Ca_N,ABZ,CoYC,Cs,Ca,N,2,2,2,3.03072,22.1,0.7701,CsCaN
ABZ_CoYC_Cs_Ca_P,ABZ,CoYC,Cs,Ca,P,2,2,2,2.70364,19,0.0811,CsCaP
ABZ_CoYC_Cs_Ca_As,ABZ,CoYC,Cs,Ca,As,2,2,2,2.58437,16.9,0,CsCaAs
ABZ_CoYC_Cs_Ca_Sb,ABZ,CoYC,Cs,Ca,Sb,2,2,2,2.42044,20.2,0,CsCaSb
ABZ_CoYC_Cs_Sr_N,ABZ,CoYC,Cs,Sr,N,2,2,2,3.0255,19.8,0.6318,CsSrN
ABZ_CoYC_Cs_Sr_P,ABZ,CoYC,Cs,Sr,P,2,2,2,2.72583,16.3,0,CsSrP
ABZ_CoYC_Cs_Sr_As,ABZ,CoYC,Cs,Sr,As,2,2,2,2.60672,15.7,0,CsSrAs
ABZ_CoYC_Cs_Sr_Sb,ABZ,CoYC,Cs,Sr,Sb,2,2,2,2.4504,17.4,0,CsSrSb
ABZ_CoYC_Cs_Ba_N,ABZ,CoYC,Cs,Ba,N,2,2,2,3.20045,19.6,0.1307,CsBaN
ABZ_CoYC_Cs_Ba_P,ABZ,CoYC,Cs,Ba,P,2,2,2,2.92874,12.9,0.103,CsBaP
ABZ_CoYC_Cs_Ba_As,ABZ,CoYC,Cs,Ba,As,2,2,2,2.81088,16,0.0476,CsBaAs
ABZ_CoYC_Cs_Ba_Sb,ABZ,CoYC,Cs,Ba,Sb,2,2,2,2.66685,24.2,0,CsBaSb
ABZ_CoYC_Cs_Zn_N,ABZ,CoYC,Cs,Zn,N,2,2,2,2.20165,30.3,0.7896,CsZnN
ABZ_CoYC_Cs_Zn_P,ABZ,CoYC,Cs,Zn,P,2,2,2,1.78454,16.95,0.5291,CsZnP
ABZ_CoYC_Cs_Zn_As,ABZ,CoYC,Cs,Zn,As,2,2,2,1.67786,14.9,0.3287,CsZnAs
ABZ_CoYC_Cs_Zn_Sb,ABZ,CoYC,Cs,Zn,Sb,2,2,2,1.50581,10.95,0,CsZnSb
ABZ_CoYC_Cs_Cd_N,ABZ,CoYC,Cs,Cd,N,2,2,2,2.2591,27.75,0.8585,CsCdN
ABZ_CoYC_Cs_Cd_P,ABZ,CoYC,Cs,Cd,P,2,2,2,1.86981,14.15,0.4215,CsCdP
ABZ_CoYC_Cs_Cd_As,ABZ,CoYC,Cs,Cd,As,2,2,2,1.76667,14.7,0.3278,CsCdAs
ABZ_CoYC_Cs_Cd_Sb,ABZ,CoYC,Cs,Cd,Sb,2,2,2,1.59903,13,0.0834,CsCdSb
ABZ_CoYC_Cs_Hg_N,ABZ,CoYC,Cs,Hg,N,2,2,2,2.05363,23.25,0.021,CsHgN
ABZ_CoYC_Cs_Hg_P,ABZ,CoYC,Cs,Hg,P,2,2,2,1.66653,13.45,0.118,CsHgP
ABZ_CoYC_Cs_Hg_As,ABZ,CoYC,Cs,Hg,As,2,2,2,1.56852,14.3,0,CsHgAs
ABZ_CoYC_Cs_Hg_Sb,ABZ,CoYC,Cs,Hg,Sb,2,2,2,1.41225,18.15,0,CsHgSb
ABZ_GaGeLi_Li_Be_N,ABZ,GaGeLi,Li,Be,N,2,2,2,5.55757,139.25,3.7042,LiBeN
ABZ_GaGeLi_Li_Be_P,ABZ,GaGeLi,Li,Be,P,2,2,2,4.25357,68.3,3.5085,LiBeP
ABZ_GaGeLi_Li_Be_As,ABZ,GaGeLi,Li,Be,As,2,2,2,3.91122,57.3,2.7712,LiBeAs
ABZ_GaGeLi_Li_Be_Sb,ABZ,GaGeLi,Li,Be,Sb,2,2,2,3.53093,86.2,1.3102,LiBeSb
ABZ_GaGeLi_Li_Mg_N,ABZ,GaGeLi,Li,Mg,N,2,2,2,4.50222,91.9,1.8205,LiMgN
ABZ_GaGeLi_Li_Mg_P,ABZ,GaGeLi,Li,Mg,P,2,2,2,3.65619,51.9,2.0285,LiMgP
ABZ_GaGeLi_Li_Mg_As,ABZ,GaGeLi,Li,Mg,As,2,2,2,3.40431,48.35,1.3001,LiMgAs
ABZ_GaGeLi_Li_Mg_Sb,ABZ,GaGeLi,Li,Mg,Sb,2,2,2,3.05792,51.8,1.3566,LiMgSb
ABZ_GaGeLi_Li_Ca_N,ABZ,GaGeLi,Li,Ca,N,2,2,2,4.48283,74.35,1.2785,LiCaN
ABZ_GaGeLi_Li_Ca_P,ABZ,GaGeLi,Li,Ca,P,2,2,2,3.95586,47.7,0.8116,LiCaP
ABZ_GaGeLi_Li_Ca_As,ABZ,GaGeLi,Li,Ca,As,2,2,2,3.75174,40.3,0.2431,LiCaAs
ABZ_GaGeLi_Li_Ca_Sb,ABZ,GaGeLi,Li,Ca,Sb,2,2,2,3.46296,56.05,0.1906,LiCaSb
ABZ_GaGeLi_Li_Sr_N,ABZ,GaGeLi,Li,Sr,N,2,2,2,4.36985,55.4,0.9732,LiSrN
ABZ_GaGeLi_Li_Sr_P,ABZ,GaGeLi,Li,Sr,P,2,2,2,3.74774,39.35,0.348,LiSrP
ABZ_GaGeLi_Li_Sr_As,ABZ,GaGeLi,Li,Sr,As,2,2,2,3.57062,35.15,0.1031,LiSrAs
ABZ_GaGeLi_Li_Sr_Sb,ABZ,GaGeLi,Li,Sr,Sb,2,2,2,3.32264,29.55,0.1044,LiSrSb
ABZ_GaGeLi_Li_Ba_N,ABZ,GaGeLi,Li,Ba,N,2,2,2,4.33358,49.45,1.1808,LiBaN
ABZ_GaGeLi_Li_Ba_P,ABZ,GaGeLi,Li,Ba,P,2,2,2,3.71259,35.6,0.1089,LiBaP
ABZ_GaGeLi_Li_Ba_As,ABZ,GaGeLi,Li,Ba,As,2,2,2,3.56281,32.85,0.2291,LiBaAs
ABZ_GaGeLi_Li_Ba_Sb,ABZ,GaGeLi,Li,Ba,Sb,2,2,2,3.35825,35.15,0.2245,LiBaSb
ABZ_GaGeLi_Li_Zn_N,ABZ,GaGeLi,Li,Zn,N,2,2,2,4.00101,110,0.325,LiZnN
ABZ_GaGeLi_Li_Zn_P,ABZ,GaGeLi,Li,Zn,P,2,2,2,3.33752,72.05,1.2074,LiZnP
ABZ_GaGeLi_Li_Zn_As,ABZ,GaGeLi,Li,Zn,As,2,2,2,3.07645,59.8,0.4465,LiZnAs
ABZ_GaGeLi_Li_Zn_Sb,ABZ,GaGeLi,Li,Zn,Sb,2,2,2,2.77488,46.05,0.3816,LiZnSb
ABZ_GaGeLi_Li_Cd_N,ABZ,GaGeLi,Li,Cd,N,2,2,2,3.63039,86.5,0,LiCdN
ABZ_GaGeLi_Li_Cd_P,ABZ,GaGeLi,Li,Cd,P,2,2,2,3.11192,55.25,0.3892,LiCdP
ABZ_GaGeLi_Li_Cd_As,ABZ,GaGeLi,Li,Cd,As,2,2,2,2.8958,48.7,0.0648,LiCdAs
ABZ_GaGeLi_Li_Cd_Sb,ABZ,GaGeLi,Li,Cd,Sb,2,2,2,2.63241,35.4,0.1504,LiCdSb
ABZ_GaGeLi_Li_Hg_N,ABZ,GaGeLi,Li,Hg,N,2,2,2,3.15353,76.7,0,LiHgN
ABZ_GaGeLi_Li_Hg_P,ABZ,GaGeLi,Li,Hg,P,2,2,2,2.75381,53.75,0.0345,LiHgP
ABZ_GaGeLi_Li_Hg_As,ABZ,GaGeLi,Li,Hg,As,2,2,2,2.55775,44.3,0.0456,LiHgAs
ABZ_GaGeLi_Li_Hg_Sb,ABZ,GaGeLi,Li,Hg,Sb,2,2,2,2.34792,35.9,0.0022,LiHgSb
ABZ_GaGeLi_Na_Be_N,ABZ,GaGeLi,Na,Be,N,2,2,2,5.05817,107.15,1.0176,NaBeN
ABZ_GaGeLi_Na_Be_P,ABZ,GaGeLi,Na,Be,P,2,2,2,3.98226,61.1,1.7027,NaBeP
ABZ_GaGeLi_Na_Be_As,ABZ,GaGeLi,Na,Be,As,2,2,2,3.6718,51.8,1.3623,NaBeAs
ABZ_GaGeLi_Na_Be_Sb,ABZ,GaGeLi,Na,Be,Sb,2,2,2,3.27149,60.15,1.5962,NaBeSb
ABZ_GaGeLi_Na_Mg_N,ABZ,GaGeLi,Na,Mg,N,2,2,2,3.98041,70.6,0.0269,NaMgN
ABZ_GaGeLi_Na_Mg_P,ABZ,GaGeLi,Na,Mg,P,2,2,2,3.3024,46.8,1.2982,NaMgP
ABZ_GaGeLi_Na_Mg_As,ABZ,GaGeLi,Na,Mg,As,2,2,2,3.09323,40.35,0.546,NaMgAs
ABZ_GaGeLi_Na_Mg_Sb,ABZ,GaGeLi,Na,Mg,Sb,2,2,2,2.8221,33.1,0.7748,NaMgSb
ABZ_GaGeLi_Na_Ca_N,ABZ,GaGeLi,Na,Ca,N,2,2,2,4.13197,57.4,1.3954,NaCaN
ABZ_GaGeLi_Na_Ca_P,ABZ,GaGeLi,Na,Ca,P,2,2,2,3.6968,45.05,0.5647,NaCaP
ABZ_GaGeLi_Na_Ca_As,ABZ,GaGeLi,Na,Ca,As,2,2,2,3.5108,37.55,0.0409,NaCaAs
ABZ_GaGeLi_Na_Ca_Sb,ABZ,GaGeLi,Na,Ca,Sb,2,2,2,3.26475,28.35,0.0571,NaCaSb
ABZ_GaGeLi_Na_Sr_N,ABZ,GaGeLi,Na,Sr,N,2,2,2,3.92164,45.6,0.6771,NaSrN
ABZ_GaGeLi_Na_Sr_P,ABZ,GaGeLi,Na,Sr,P,2,2,2,3.54727,38.55,0.1822,NaSrP
ABZ_GaGeLi_Na_Sr_As,ABZ,GaGeLi,Na,Sr,As,2,2,2,3.382,34.15,0.2561,NaSrAs
ABZ_GaGeLi_Na_Sr_Sb,ABZ,GaGeLi,Na,Sr,Sb,2,2,2,3.1673,31.15,0.1871,NaSrSb
ABZ_GaGeLi_Na_Ba_N,ABZ,GaGeLi,Na,Ba,N,2,2,2,3.94866,34.75,0.5896,NaBaN
ABZ_GaGeLi_Na_Ba_P,ABZ,GaGeLi,Na,Ba,P,2,2,2,3.56726,32.3,0.0113,NaBaP
ABZ_GaGeLi_Na_Ba_As,ABZ,GaGeLi,Na,Ba,As,2,2,2,3.42423,28.85,0.3248,NaBaAs
ABZ_GaGeLi_Na_Ba_Sb,ABZ,GaGeLi,Na,Ba,Sb,2,2,2,3.24225,37.25,0.2784,NaBaSb
ABZ_GaGeLi_Na_Zn_N,ABZ,GaGeLi,Na,Zn,N,2,2,2,3.62219,83.75,0,NaZnN
ABZ_GaGeLi_Na_Zn_P,ABZ,GaGeLi,Na,Zn,P,2,2,2,3.05773,50.75,0.9944,NaZnP
ABZ_GaGeLi_Na_Zn_As,ABZ,GaGeLi,Na,Zn,As,2,2,2,2.80594,44.35,0.3125,NaZnAs
ABZ_GaGeLi_Na_Zn_Sb,ABZ,GaGeLi,Na,Zn,Sb,2,2,2,2.51831,36.2,0.5813,NaZnSb
ABZ_GaGeLi_Na_Cd_N,ABZ,GaGeLi,Na,Cd,N,2,2,2,3.16084,63.75,0,NaCdN
ABZ_GaGeLi_Na_Cd_P,ABZ,GaGeLi,Na,Cd,P,2,2,2,2.81272,52.8,0.275,NaCdP
ABZ_GaGeLi_Na_Cd_As,ABZ,GaGeLi,Na,Cd,As,2,2,2,2.64041,44.7,0.2186,NaCdAs
ABZ_GaGeLi_Na_Cd_Sb,ABZ,GaGeLi,Na,Cd,Sb,2,2,2,2.43835,44.15,0.1944,NaCdSb
ABZ_GaGeLi_Na_Hg_N,ABZ,GaGeLi,Na,Hg,N,2,2,2,2.75415,61.6,0.0818,NaHgN
ABZ_GaGeLi_Na_Hg_P,ABZ,GaGeLi,Na,Hg,P,2,2,2,2.5028,44.05,0.2339,NaHgP
ABZ_GaGeLi_Na_Hg_As,ABZ,GaGeLi,Na,Hg,As,2,2,2,2.33688,42.25,0,NaHgAs
ABZ_GaGeLi_Na_Hg_Sb,ABZ,GaGeLi,Na,Hg,Sb,2,2,2,2.17361,41.4,0,NaHgSb
ABZ_GaGeLi_K_Be_N,ABZ,GaGeLi,K,Be,N,2,2,2,4.71689,87.7,1.1594,KBeN
ABZ_GaGeLi_K_Be_P,ABZ,GaGeLi,K,Be,P,2,2,2,3.85356,49,1.2464,KBeP
ABZ_GaGeLi_K_Be_As,ABZ,GaGeLi,K,Be,As,2,2,2,3.57541,39.85,1.0481,KBeAs
ABZ_GaGeLi_K_Be_Sb,ABZ,GaGeLi,K,Be,Sb,2,2,2,3.23271,31.5,1.1341,KBeSb
ABZ_GaGeLi_K_Mg_N,ABZ,GaGeLi,K,Mg,N,2,2,2,3.79932,55.55,0.0073,KMgN
ABZ_GaGeLi_K_Mg_P,ABZ,GaGeLi,K,Mg,P,2,2,2,3.2096,32.55,1.0606,KMgP
ABZ_GaGeLi_K_Mg_As,ABZ,GaGeLi,K,Mg,As,2,2,2,3.00634,28.35,0.7195,KMgAs
ABZ_GaGeLi_K_Mg_Sb,ABZ,GaGeLi,K,Mg,Sb,2,2,2,2.74901,22.6,0.9502,KMgSb
ABZ_GaGeLi_K_Ca_N,ABZ,GaGeLi,K,Ca,N,2,2,2,3.94571,35.45,0,KCaN
ABZ_GaGeLi_K_Ca_P,ABZ,GaGeLi,K,Ca,P,2,2,2,3.4841,35.85,1.43,KCaP
ABZ_GaGeLi_K_Ca_As,ABZ,GaGeLi,K,Ca,As,2,2,2,3.32181,33,0.7454,KCaAs
ABZ_GaGeLi_K_Ca_Sb,ABZ,GaGeLi,K,Ca,Sb,2,2,2,3.13346,33.75,0.7426,KCaSb
ABZ_GaGeLi_K_Sr_N,ABZ,GaGeLi,K,Sr,N,2,2,2,3.73722,29.3,0,KSrN
ABZ_GaGeLi_K_Sr_P,ABZ,GaGeLi,K,Sr,P,2,2,2,3.39842,33.65,0.9722,KSrP
ABZ_GaGeLi_K_Sr_As,ABZ,GaGeLi,K,Sr,As,2,2,2,3.24774,32.8,0.4885,KSrAs
ABZ_GaGeLi_K_Sr_Sb,ABZ,GaGeLi,K,Sr,Sb,2,2,2,3.07799,21.6,0.4716,KSrSb
ABZ_GaGeLi_K_Ba_N,ABZ,GaGeLi,K,Ba,N,2,2,2,3.79534,25.45,0,KBaN
ABZ_GaGeLi_K_Ba_P,ABZ,GaGeLi,K,Ba,P,2,2,2,3.48437,30.4,0.8356,KBaP
ABZ_GaGeLi_K_Ba_As,ABZ,GaGeLi,K,Ba,As,2,2,2,3.34826,28.1,0.4783,KBaAs
ABZ_GaGeLi_K_Ba_Sb,ABZ,GaGeLi,K,Ba,Sb,2,2,2,3.19866,22.05,0.3907,KBaSb
ABZ_GaGeLi_K_Zn_N,ABZ,GaGeLi,K,Zn,N,2,2,2,3.44112,61.15,0,KZnN
ABZ_GaGeLi_K_Zn_P,ABZ,GaGeLi,K,Zn,P,2,2,2,3.00005,37.75,0.8303,KZnP
ABZ_GaGeLi_K_Zn_As,ABZ,GaGeLi,K,Zn,As,2,2,2,2.77489,36.65,0.2551,KZnAs
ABZ_GaGeLi_K_Zn_Sb,ABZ,GaGeLi,K,Zn,Sb,2,2,2,2.52729,33.95,0.4361,KZnSb
ABZ_GaGeLi_K_Cd_N,ABZ,GaGeLi,K,Cd,N,2,2,2,3.05266,46.5,0,KCdN
ABZ_GaGeLi_K_Cd_P,ABZ,GaGeLi,K,Cd,P,2,2,2,2.77365,34.1,0.2246,KCdP
ABZ_GaGeLi_K_Cd_As,ABZ,GaGeLi,K,Cd,As,2,2,2,2.59374,32.6,0,KCdAs
ABZ_GaGeLi_K_Cd_Sb,ABZ,GaGeLi,K,Cd,Sb,2,2,2,2.40072,43.45,0.0426,KCdSb
ABZ_GaGeLi_K_Hg_N,ABZ,GaGeLi,K,Hg,N,2,2,2,2.68235,48.45,0.0596,KHgN
ABZ_GaGeLi_K_Hg_P,ABZ,GaGeLi,K,Hg,P,2,2,2,2.50847,33.95,0.1367,KHgP
ABZ_GaGeLi_K_Hg_As,ABZ,GaGeLi,K,Hg,As,2,2,2,2.3463,31.2,0.1536,KHgAs
ABZ_GaGeLi_K_Hg_Sb,ABZ,GaGeLi,K,Hg,Sb,2,2,2,2.18039,32.65,0.1977,KHgSb
ABZ_GaGeLi_Rb_Be_N,ABZ,GaGeLi,Rb,Be,N,2,2,2,4.50705,79.55,1.3291,RbBeN
ABZ_GaGeLi_Rb_Be_P,ABZ,GaGeLi,Rb,Be,P,2,2,2,3.74947,45.3,0.9324,RbBeP
ABZ_GaGeLi_Rb_Be_As,ABZ,GaGeLi,Rb,Be,As,2,2,2,3.48324,38.75,0.7569,RbBeAs
ABZ_GaGeLi_Rb_Be_Sb,ABZ,GaGeLi,Rb,Be,Sb,2,2,2,3.16406,37.9,0.8628,RbBeSb
ABZ_GaGeLi_Rb_Mg_N,ABZ,GaGeLi,Rb,Mg,N,2,2,2,3.68794,46.25,0,RbMgN
ABZ_GaGeLi_Rb_Mg_P,ABZ,GaGeLi,Rb,Mg,P,2,2,2,3.14156,32.9,0.8524,RbMgP
ABZ_GaGeLi_Rb_Mg_As,ABZ,GaGeLi,Rb,Mg,As,2,2,2,2.94527,25.6,0.5601,RbMgAs
ABZ_GaGeLi_Rb_Mg_Sb,ABZ,GaGeLi,Rb,Mg,Sb,2,2,2,2.7012,27.55,0.8137,RbMgSb
ABZ_GaGeLi_Rb_Ca_N,ABZ,GaGeLi,Rb,Ca,N,2,2,2,3.86724,31.7,0.0001,RbCaN
ABZ_GaGeLi_Rb_Ca_P,ABZ,GaGeLi,Rb,Ca,P,2,2,2,3.36895,25.8,0.5465,RbCaP
ABZ_GaGeLi_Rb_Ca_As,ABZ,GaGeLi,Rb,Ca,As,2,2,2,3.19958,23.9,0.326,RbCaAs
ABZ_GaGeLi_Rb_Ca_Sb,ABZ,GaGeLi,Rb,Ca,Sb,2,2,2,3.0225,37.7,0.8207,RbCaSb
ABZ_GaGeLi_Rb_Sr_N,ABZ,GaGeLi,Rb,Sr,N,2,2,2,3.66514,27,0,RbSrN
ABZ_GaGeLi_Rb_Sr_P,ABZ,GaGeLi,Rb,Sr,P,2,2,2,3.2797,30.35,1.0196,RbSrP
ABZ_GaGeLi_Rb_Sr_As,ABZ,GaGeLi,Rb,Sr,As,2,2,2,3.13817,26.8,0.5494,RbSrAs
ABZ_GaGeLi_Rb_Sr_Sb,ABZ,GaGeLi,Rb,Sr,Sb,2,2,2,2.98854,36,0.5383,RbSrSb
ABZ_GaGeLi_Rb_Ba_N,ABZ,GaGeLi,Rb,Ba,N,2,2,2,3.72569,25.95,0,RbBaN
ABZ_GaGeLi_Rb_Ba_P,ABZ,GaGeLi,Rb,Ba,P,2,2,2,3.39708,28.8,0.9937,RbBaP
ABZ_GaGeLi_Rb_Ba_As,ABZ,GaGeLi,Rb,Ba,As,2,2,2,3.26658,24.05,0.5853,RbBaAs
ABZ_GaGeLi_Rb_Ba_Sb,ABZ,GaGeLi,Rb,Ba,Sb,2,2,2,3.13172,33.5,0.4889,RbBaSb
ABZ_GaGeLi_Rb_Zn_N,ABZ,GaGeLi,Rb,Zn,N,2,2,2,3.31778,56.15,0,RbZnN
ABZ_GaGeLi_Rb_Zn_P,ABZ,GaGeLi,Rb,Zn,P,2,2,2,2.92182,38,0.6662,RbZnP
ABZ_GaGeLi_Rb_Zn_As,ABZ,GaGeLi,Rb,Zn,As,2,2,2,2.70697,30.85,0.15,RbZnAs
ABZ_GaGeLi_Rb_Zn_Sb,ABZ,GaGeLi,Rb,Zn,Sb,2,2,2,2.47685,34.45,0.3166,RbZnSb
ABZ_GaGeLi_Rb_Cd_N,ABZ,GaGeLi,Rb,Cd,N,2,2,2,2.96301,43.7,0,RbCdN
ABZ_GaGeLi_Rb_Cd_P,ABZ,GaGeLi,Rb,Cd,P,2,2,2,2.71386,29.95,0.1527,RbCdP
ABZ_GaGeLi_Rb_Cd_As,ABZ,GaGeLi,Rb,Cd,As,2,2,2,2.54201,25.35,0.0001,RbCdAs
ABZ_GaGeLi_Rb_Cd_Sb,ABZ,GaGeLi,Rb,Cd,Sb,2,2,2,2.36188,22.2,0,RbCdSb
ABZ_GaGeLi_Rb_Hg_N,ABZ,GaGeLi,Rb,Hg,N,2,2,2,2.59901,43.1,0.0515,RbHgN
ABZ_GaGeLi_Rb_Hg_P,ABZ,GaGeLi,Rb,Hg,P,2,2,2,2.45254,31.1,0.1072,RbHgP
ABZ_GaGeLi_Rb_Hg_As,ABZ,GaGeLi,Rb,Hg,As,2,2,2,2.29953,27.95,0.1222,RbHgAs
ABZ_GaGeLi_Rb_Hg_Sb,ABZ,GaGeLi,Rb,Hg,Sb,2,2,2,2.14614,25,0.1421,RbHgSb
ABZ_GaGeLi_Cs_Be_N,ABZ,GaGeLi,Cs,Be,N,2,2,2,4.26161,80.1,2.6231,CsBeN
ABZ_GaGeLi_Cs_Be_P,ABZ,GaGeLi,Cs,Be,P,2,2,2,3.67895,40.6,1.0571,CsBeP
ABZ_GaGeLi_Cs_Be_As,ABZ,GaGeLi,Cs,Be,As,2,2,2,3.42565,39.3,0.8325,CsBeAs
ABZ_GaGeLi_Cs_Be_Sb,ABZ,GaGeLi,Cs,Be,Sb,2,2,2,3.12518,33.25,0.762,CsBeSb
ABZ_GaGeLi_Cs_Mg_N,ABZ,GaGeLi,Cs,Mg,N,2,2,2,3.61689,49,0.5104,CsMgN
ABZ_GaGeLi_Cs_Mg_P,ABZ,GaGeLi,Cs,Mg,P,2,2,2,3.10624,29.05,0.8617,CsMgP
ABZ_GaGeLi_Cs_Mg_As,ABZ,GaGeLi,Cs,Mg,As,2,2,2,2.91602,23.05,0.6206,CsMgAs
ABZ_GaGeLi_Cs_Mg_Sb,ABZ,GaGeLi,Cs,Mg,Sb,2,2,2,2.68513,38.1,0.8058,CsMgSb
ABZ_GaGeLi_Cs_Ca_N,ABZ,GaGeLi,Cs,Ca,N,2,2,2,3.85373,34.1,0.0242,CsCaN
ABZ_GaGeLi_Cs_Ca_P,ABZ,GaGeLi,Cs,Ca,P,2,2,2,3.33768,23.25,0.5252,CsCaP
ABZ_GaGeLi_Cs_Ca_As,ABZ,GaGeLi,Cs,Ca,As,2,2,2,3.16945,21.65,0.4065,CsCaAs
ABZ_GaGeLi_Cs_Ca_Sb,ABZ,GaGeLi,Cs,Ca,Sb,2,2,2,2.93555,27.35,1.0031,CsCaSb
ABZ_GaGeLi_Cs_Sr_N,ABZ,GaGeLi,Cs,Sr,N,2,2,2,3.66023,26.5,0,CsSrN
